Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Philipp,Schulz,Stürmer,93,87,80,57,60,78,76,,DE
Philipp,Schulz,Verteidiger,66,54,73,95,64,81,72,,DE
Philipp,Schulz,Stürmer,73,89,58,56,69,80,71,,DE
Philipp,Schulz,Mittelfeld,65,60,81,65,56,81,68,,DE
Philipp,Schulz,Verteidiger,73,55,77,89,70,76,73,,EN_US
Philipp,Schulz,Mittelfeld,69,70,95,60,70,81,74,,ES
Robin,Schulz,Mittelfeld,68,79,86,70,50,67,70,,GR
Robin,Schulz,Mittelfeld,60,69,74,68,62,86,70,,TR_AR
Robin,Schulz,Verteidiger,67,53,78,85,57,69,68,,TR_AR
Robin,Schulz,Verteidiger,67,64,72,84,64,67,70,,GR
Robin,Schulz,Mittelfeld,68,68,91,74,52,79,72,,DE
Robin,Schulz,Torwart,61,54,61,67,87,67,66,,GR
Robin,Schulz,Mittelfeld,88,64,82,83,59,80,76,,SCANDI
Robin,Schulz,Mittelfeld,87,64,95,79,57,68,75,,DE
Robin,Schulz,Verteidiger,59,68,58,83,65,85,70,,DE
Robin,Schulz,Verteidiger,64,56,75,82,58,75,68,,DE
Sebastian,Schulz,Mittelfeld,88,64,82,75,56,73,73,,ES
Sebastian,Schulz,Stürmer,90,86,63,55,59,83,73,,DE
Sebastian,Schulz,Stürmer,93,97,59,73,61,91,79,,BENELUX
Sebastian,Schulz,Mittelfeld,69,82,91,61,60,90,76,,DE
Sebastian,Schulz,Torwart,50,56,59,59,79,79,64,,DE
Sebastian,Schulz,Verteidiger,60,66,78,97,53,79,72,,DE
Sebastian,Schulz,Verteidiger,70,55,79,96,51,67,70,,GR
Tim,Schulz,Verteidiger,57,50,59,85,64,68,64,,RUS_EU
Tim,Schulz,Mittelfeld,71,80,98,82,70,89,82,,DE
Tim,Schulz,Mittelfeld,78,62,100,69,70,78,76,,EN_US
Tim,Schulz,Stürmer,96,75,77,55,65,91,76,,DE
Tim,Schulz,Mittelfeld,63,80,96,81,65,87,79,,DE
Tim,Schulz,Mittelfeld,88,82,82,61,56,80,75,,GR
Tim,Schulz,Verteidiger,65,62,65,85,70,75,70,,EN_US
Tim,Schulz,Stürmer,76,70,55,56,59,81,66,,DE
Tim,Schulz,Torwart,58,58,67,65,96,79,70,,DE
Tim,Schulz,Verteidiger,57,63,64,91,54,89,70,,GR
Tim,Schulz,Verteidiger,56,68,64,72,54,71,64,,DE
Tim,Schulz,Mittelfeld,65,78,89,70,67,68,73,,DE
Tobias,Schulz,Mittelfeld,76,82,89,78,58,71,76,,TR_AR
Tobias,Schulz,Stürmer,70,85,74,64,55,75,70,,TR_AR
Tobias,Schulz,Mittelfeld,80,72,96,84,66,76,79,,ES
Tobias,Schulz,Mittelfeld,88,60,77,79,53,89,74,,SCANDI
Tobias,Schulz,Stürmer,99,88,62,65,51,74,73,,DE
Tobias,Schulz,Mittelfeld,63,63,86,69,65,69,69,,DE
Tobias,Schulz,Mittelfeld,74,67,99,75,58,76,75,,RUS_EU
Tobias,Schulz,Stürmer,99,99,67,62,68,81,79,,IT
Tobias,Schulz,Verteidiger,74,52,59,92,53,74,67,,ES
Tobias,Schulz,Mittelfeld,89,70,96,83,68,70,79,,DE
Daniel,Schwarz,Stürmer,82,70,57,62,60,73,67,,DE
Daniel,Schwarz,Mittelfeld,75,79,80,82,57,85,76,,ES
Daniel,Schwarz,Torwart,67,53,60,61,95,69,68,,DE
Daniel,Schwarz,Verteidiger,76,56,70,99,69,67,73,,TR_AR
Daniel,Schwarz,Stürmer,77,96,62,67,70,83,76,,DE
Daniel,Schwarz,Stürmer,99,78,69,62,52,78,73,,DE
Daniel,Schwarz,Verteidiger,56,51,68,89,68,86,70,,TR_AR
Daniel,Schwarz,Mittelfeld,87,74,83,65,69,77,76,,BENELUX
Daniel,Schwarz,Verteidiger,76,61,59,80,65,89,72,,GR
Daniel,Schwarz,Verteidiger,78,64,75,94,50,93,76,,IT
Daniel,Schwarz,Mittelfeld,76,80,80,63,65,84,75,,DE
Dennis,Schwarz,Verteidiger,60,66,76,84,52,88,71,,DE
Dennis,Schwarz,Mittelfeld,70,76,96,79,65,66,75,,TR_AR
Dennis,Schwarz,Verteidiger,70,58,58,93,68,74,70,,DE
Dennis,Schwarz,Stürmer,86,86,67,68,69,95,78,,DE
Dennis,Schwarz,Mittelfeld,67,66,82,81,51,81,71,,DE
Dennis,Schwarz,Stürmer,92,97,79,60,69,74,78,,DE
Dennis,Schwarz,Verteidiger,76,53,80,89,54,68,70,,DE
Dennis,Schwarz,Stürmer,86,86,59,72,50,74,71,,BENELUX
Dennis,Schwarz,Mittelfeld,83,82,100,60,65,73,77,,TR_AR
Dennis,Schwarz,Verteidiger,64,57,76,82,57,66,67,,RUS_EU
Dennis,Schwarz,Verteidiger,73,54,57,82,70,76,69,,IT
Dennis,Schwarz,Verteidiger,78,60,69,81,60,91,73,,DE
Dennis,Schwarz,Verteidiger,62,55,61,76,61,94,68,,TR_AR
Dennis,Schwarz,Mittelfeld,73,84,86,69,51,78,74,,DE
Dennis,Schwarz,Stürmer,100,70,69,76,57,70,74,,GR
Dennis,Schwarz,Stürmer,87,87,58,77,65,74,75,,BENELUX
Dennis,Schwarz,Verteidiger,78,68,64,74,62,76,70,,DE
Dennis,Schwarz,Verteidiger,58,56,68,73,58,94,68,,DE
Dennis,Schwarz,Verteidiger,69,61,65,93,50,81,70,,BENELUX
Dennis,Schwarz,Mittelfeld,72,82,70,60,65,75,71,,BENELUX
Felix,Schwarz,Mittelfeld,83,75,70,67,51,77,70,,SCANDI
Felix,Schwarz,Verteidiger,59,60,60,75,69,88,68,,IT
Felix,Schwarz,Stürmer,70,70,73,59,52,91,69,,DE
Felix,Schwarz,Mittelfeld,88,82,74,61,51,69,71,,DE
Felix,Schwarz,Verteidiger,58,68,72,81,62,85,71,,DE
Felix,Schwarz,Stürmer,88,89,58,68,55,95,76,,DE
Felix,Schwarz,Mittelfeld,76,64,72,78,66,66,70,,ES
Felix,Schwarz,Mittelfeld,61,63,96,63,70,77,72,,DE
Felix,Schwarz,Mittelfeld,83,72,96,72,54,82,76,,DE
Felix,Schwarz,Mittelfeld,66,71,97,84,51,67,73,,BENELUX
Felix,Schwarz,Stürmer,76,85,80,71,68,86,78,,ES
Felix,Schwarz,Stürmer,91,99,73,64,66,89,80,,DE
Felix,Schwarz,Mittelfeld,60,61,71,72,62,70,66,,ES
Felix,Schwarz,Mittelfeld,88,85,80,77,59,80,78,,DE
Felix,Schwarz,Verteidiger,61,64,79,90,65,71,72,,DE
Finn,Schwarz,Verteidiger,77,61,80,85,53,92,75,,DE
Finn,Schwarz,Torwart,58,57,72,73,96,80,73,,IT
Finn,Schwarz,Stürmer,91,73,63,57,67,78,72,,DE
Finn,Schwarz,Verteidiger,56,52,79,86,69,84,71,,IT
Finn,Schwarz,Stürmer,71,88,62,64,55,94,72,,DE
Finn,Schwarz,Stürmer,100,85,74,69,59,71,76,,DE
Finn,Schwarz,Torwart,50,51,65,56,93,83,66,,GR
Finn,Schwarz,Mittelfeld,80,63,92,74,55,68,72,,DE
Finn,Schwarz,Verteidiger,67,50,79,94,61,74,71,,SCANDI
Finn,Schwarz,Mittelfeld,81,75,73,62,69,83,74,,TR_AR
Finn,Schwarz,Mittelfeld,71,70,84,67,69,84,74,,TR_AR
Finn,Schwarz,Mittelfeld,60,78,81,70,54,75,70,,BENELUX
Florian,Schwarz,Mittelfeld,61,80,77,75,51,75,70,,SCANDI
Florian,Schwarz,Torwart,67,54,72,70,97,95,76,,IT
Florian,Schwarz,Mittelfeld,67,85,99,75,62,66,76,,DE
Florian,Schwarz,Mittelfeld,60,83,78,81,63,66,72,,DE
Florian,Schwarz,Stürmer,76,74,61,65,66,89,72,,IT
Florian,Schwarz,Stürmer,83,85,57,73,68,91,76,,DE
Jan,Schwarz,Verteidiger,60,70,55,74,60,65,64,,DE
Jan,Schwarz,Mittelfeld,71,77,80,69,63,86,74,,DE
Jan,Schwarz,Verteidiger,62,55,66,95,53,84,69,,DE
Jan,Schwarz,Verteidiger,65,60,73,76,63,71,68,,TR_AR
Jan,Schwarz,Torwart,54,51,55,69,91,89,68,,DE
Jan,Schwarz,Verteidiger,80,58,59,87,70,89,74,,GR
Jan,Schwarz,Mittelfeld,67,68,95,81,52,80,74,,DE
Jan,Schwarz,Mittelfeld,67,69,91,66,63,88,74,,DE
Jan,Schwarz,Verteidiger,64,68,59,90,62,66,68,,GR
Jan,Schwarz,Mittelfeld,76,71,77,83,57,86,75,,TR_AR
Jan,Schwarz,Verteidiger,62,63,61,85,65,79,69,,DE
Jan,Schwarz,Verteidiger,56,66,56,86,67,71,67,,DE
Jonas,Schwarz,Torwart,56,50,68,60,87,93,69,,TR_AR
Jonas,Schwarz,Stürmer,83,77,64,63,67,82,73,,IT
Jonas,Schwarz,Torwart,52,58,72,69,92,86,72,,TR_AR
Jonas,Schwarz,Verteidiger,76,56,76,74,50,72,67,,DE
Jonas,Schwarz,Stürmer,71,91,78,77,53,80,75,,IT
Jonas,Schwarz,Mittelfeld,70,77,80,68,61,88,74,,IT
Jonas,Schwarz,Mittelfeld,87,71,77,71,52,80,73,,ES
Jonas,Schwarz,Mittelfeld,64,66,83,62,68,79,70,,DE
Jonas,Schwarz,Mittelfeld,65,78,97,66,51,88,74,,DE
Jonas,Schwarz,Verteidiger,64,67,56,100,65,73,71,,ES
Jonas,Schwarz,Stürmer,95,74,57,76,62,84,75,,DE
Jonas,Schwarz,Mittelfeld,82,79,86,66,68,74,76,,DE
Jonas,Schwarz,Mittelfeld,84,63,90,63,51,70,70,,BENELUX
Jonas,Schwarz,Verteidiger,73,57,55,90,56,67,66,,ES
Julian,Schwarz,Stürmer,92,97,75,67,65,87,80,,DE
Julian,Schwarz,Mittelfeld,67,82,95,84,67,69,77,,DE
Julian,Schwarz,Stürmer,93,82,65,71,64,70,74,,DE
Julian,Schwarz,Verteidiger,74,51,72,72,56,84,68,,DE
Julian,Schwarz,Verteidiger,58,52,55,89,64,78,66,,TR_AR
Julian,Schwarz,Mittelfeld,74,67,90,78,70,70,75,,DE
Julian,Schwarz,Verteidiger,55,63,68,73,51,69,63,,DE
Julian,Schwarz,Torwart,66,62,60,71,99,90,75,,DE
Julian,Schwarz,Stürmer,76,86,76,62,60,84,74,,IT
Julian,Schwarz,Mittelfeld,60,71,88,70,54,68,68,,DE
Leon,Schwarz,Mittelfeld,88,66,81,82,54,66,73,,DE
Leon,Schwarz,Verteidiger,61,54,66,78,68,73,67,,DE
Leon,Schwarz,Torwart,56,65,57,74,84,86,70,,DE
Leon,Schwarz,Verteidiger,56,70,76,74,52,89,70,,DE
Leon,Schwarz,Stürmer,76,76,74,65,69,95,76,,DE
Leon,Schwarz,Mittelfeld,90,75,87,82,64,82,80,,TR_AR
Leon,Schwarz,Mittelfeld,85,65,81,77,56,84,75,,DE
Leon,Schwarz,Stürmer,100,79,73,68,53,85,76,,TR_AR
Leon,Schwarz,Mittelfeld,75,79,79,75,54,75,73,,BENELUX
Leon,Schwarz,Verteidiger,58,68,69,83,66,82,71,,DE
Leon,Schwarz,Mittelfeld,84,67,97,67,69,74,76,,DE
Leon,Schwarz,Stürmer,93,100,60,67,67,90,80,,SCANDI
Lukas,Schwarz,Mittelfeld,78,75,98,62,67,73,76,,DE
Lukas,Schwarz,Stürmer,94,78,76,58,64,88,76,,EN_US
Lukas,Schwarz,Mittelfeld,65,71,89,84,58,66,72,,GR
Lukas,Schwarz,Torwart,70,57,69,66,99,93,76,,GR
Lukas,Schwarz,Verteidiger,55,53,79,100,53,73,69,,GR
Lukas,Schwarz,Stürmer,87,89,58,61,62,83,73,,TR_AR
Lukas,Schwarz,Stürmer,79,94,80,55,68,82,76,,TR_AR
Lukas,Schwarz,Stürmer,97,71,70,60,60,92,75,,TR_AR
Lukas,Schwarz,Verteidiger,63,53,71,94,53,66,67,,IT
Lukas,Schwarz,Mittelfeld,69,83,80,74,66,88,77,,DE
Lukas,Schwarz,Mittelfeld,64,70,76,68,67,72,70,,DE
Marcel,Schwarz,Stürmer,87,86,56,61,58,90,73,,SCANDI
Marcel,Schwarz,Verteidiger,61,63,70,89,70,90,74,,IT
Marcel,Schwarz,Verteidiger,57,56,62,91,67,67,67,,DE
Marcel,Schwarz,Stürmer,71,100,71,79,65,86,79,,SCANDI
Marcel,Schwarz,Stürmer,83,80,58,65,51,86,70,,DE
Marcel,Schwarz,Stürmer,87,100,68,57,56,79,74,,DE
Marcel,Schwarz,Mittelfeld,88,62,76,60,55,71,69,,DE
Marcel,Schwarz,Torwart,65,64,68,70,93,87,74,,DE
Marcel,Schwarz,Mittelfeld,73,61,90,70,70,80,74,,EN_US
Marcel,Schwarz,Mittelfeld,84,64,76,80,54,88,74,,DE
Marcel,Schwarz,Verteidiger,59,54,74,99,62,81,72,,DE
Marcel,Schwarz,Stürmer,84,75,74,63,68,79,74,,GR
Max,Schwarz,Mittelfeld,77,72,88,76,68,84,78,,RUS_EU
Max,Schwarz,Mittelfeld,89,77,92,77,70,78,80,,RUS_EU
Max,Schwarz,Mittelfeld,74,66,70,62,53,65,65,,DE
Max,Schwarz,Verteidiger,76,68,66,70,53,69,67,,DE
Max,Schwarz,Mittelfeld,75,80,81,82,70,87,79,,RUS_EU
Max,Schwarz,Verteidiger,64,51,56,100,53,80,67,,DE
Max,Schwarz,Stürmer,81,81,63,68,56,92,74,,TR_AR
Max,Schwarz,Mittelfeld,87,67,91,64,59,86,76,,TR_AR
Max,Schwarz,Mittelfeld,60,61,72,69,67,84,69,,DE
Max,Schwarz,Verteidiger,75,66,58,82,58,80,70,,DE
Max,Schwarz,Stürmer,92,98,64,76,56,72,76,,DE
Max,Schwarz,Stürmer,83,71,77,60,52,87,72,,GR
Max,Schwarz,Torwart,69,64,70,64,85,70,70,,DE
Max,Schwarz,Verteidiger,61,63,66,90,62,84,71,,DE
Moritz,Schwarz,Stürmer,79,98,77,61,69,88,79,,RUS_EU
Moritz,Schwarz,Mittelfeld,75,75,75,66,50,77,70,,RUS_EU
Moritz,Schwarz,Stürmer,78,75,78,65,66,92,76,,DE
Moritz,Schwarz,Stürmer,80,77,78,71,68,76,75,,DE
Moritz,Schwarz,Mittelfeld,63,82,76,78,60,78,73,,DE
Moritz,Schwarz,Verteidiger,62,65,69,75,68,66,68,,DE
Moritz,Schwarz,Mittelfeld,83,79,76,72,50,70,72,,DE
Moritz,Schwarz,Mittelfeld,82,73,80,83,54,68,73,,IT
Moritz,Schwarz,Torwart,70,62,57,71,94,91,74,,DE
Niklas,Schwarz,Mittelfeld,63,79,76,73,52,69,69,,DE
Niklas,Schwarz,Verteidiger,72,64,65,95,51,75,70,,BENELUX
Niklas,Schwarz,Torwart,67,61,66,65,88,76,70,,DE
Niklas,Schwarz,Verteidiger,71,56,74,97,54,72,71,,IT
Niklas,Schwarz,Verteidiger,69,62,65,87,53,87,70,,DE
Niklas,Schwarz,Verteidiger,57,53,75,94,60,89,71,,DE
Niklas,Schwarz,Stürmer,92,88,59,58,59,82,73,,DE
Niklas,Schwarz,Verteidiger,75,61,80,75,64,87,74,,SCANDI
Niklas,Schwarz,Mittelfeld,87,74,87,78,59,74,76,,DE
Niklas,Schwarz,Torwart,50,64,64,60,74,94,68,,TR_AR
Niklas,Schwarz,Verteidiger,65,53,60,100,61,66,68,,BENELUX
Niklas,Schwarz,Mittelfeld,69,79,75,65,58,78,71,,DE
Niklas,Schwarz,Verteidiger,69,67,78,71,64,69,70,,DE
Niklas,Schwarz,Stürmer,94,85,75,63,61,94,79,,DE
Niklas,Schwarz,Mittelfeld,64,73,70,83,56,79,71,,SCANDI
Paul,Schwarz,Mittelfeld,70,76,79,73,59,66,70,,SCANDI
Paul,Schwarz,Mittelfeld,77,62,72,75,61,89,73,,DE
Paul,Schwarz,Stürmer,73,81,64,72,59,92,74,,DE
Paul,Schwarz,Torwart,69,59,62,70,83,75,70,,IT
Paul,Schwarz,Mittelfeld,88,74,96,75,53,85,78,,DE
Paul,Schwarz,Verteidiger,59,69,59,71,63,82,67,,DE
Paul,Schwarz,Verteidiger,77,58,66,84,54,76,69,,BENELUX
Paul,Schwarz,Stürmer,74,86,79,78,70,92,80,,DE
Paul,Schwarz,Stürmer,100,84,66,72,56,78,76,,DE
Paul,Schwarz,Stürmer,76,73,80,77,64,91,77,,GR
Paul,Schwarz,Stürmer,94,79,71,70,61,85,77,,RUS_EU
Paul,Schwarz,Stürmer,78,98,78,77,65,88,81,,BENELUX
Paul,Schwarz,Verteidiger,74,57,78,77,60,87,72,,DE
Paul,Schwarz,Torwart,67,62,71,75,84,94,76,,TR_AR
Paul,Schwarz,Torwart,67,65,59,74,75,84,71,,DE
Paul,Schwarz,Mittelfeld,79,78,99,71,64,71,77,,BENELUX
Paul,Schwarz,Mittelfeld,74,80,99,69,61,80,77,,ES
Paul,Schwarz,Verteidiger,60,53,67,88,65,71,67,,DE
Philipp,Schwarz,Mittelfeld,71,65,98,70,54,75,72,,GR
Philipp,Schwarz,Stürmer,90,74,69,68,52,90,74,,DE
Philipp,Schwarz,Verteidiger,79,55,56,70,68,89,70,,DE
Philipp,Schwarz,Verteidiger,58,67,59,97,54,84,70,,DE
Philipp,Schwarz,Mittelfeld,65,72,99,63,68,85,75,,DE
Philipp,Schwarz,Stürmer,85,99,62,63,67,76,75,,DE
Philipp,Schwarz,Torwart,66,59,70,71,83,88,73,,DE
Philipp,Schwarz,Stürmer,94,85,64,77,55,85,77,,EN_US
Philipp,Schwarz,Verteidiger,80,62,79,79,53,74,71,,DE
Philipp,Schwarz,Mittelfeld,63,68,98,80,57,90,76,,DE
Philipp,Schwarz,Verteidiger,60,67,66,88,59,67,68,,BENELUX
Robin,Schwarz,Verteidiger,63,69,79,78,59,87,72,,DE
Robin,Schwarz,Mittelfeld,85,80,73,63,70,77,75,,DE
Robin,Schwarz,Torwart,61,51,74,69,91,92,73,,DE
Robin,Schwarz,Stürmer,88,74,67,63,65,88,74,,RUS_EU
Robin,Schwarz,Verteidiger,80,67,58,83,63,70,70,,TR_AR
Robin,Schwarz,Verteidiger,74,64,80,87,68,67,73,,DE
Robin,Schwarz,Verteidiger,59,59,58,91,50,80,66,,IT
Robin,Schwarz,Mittelfeld,73,70,87,68,67,72,73,,DE
Robin,Schwarz,Stürmer,82,74,74,59,55,73,70,,DE
Robin,Schwarz,Stürmer,88,100,60,55,50,86,73,,BENELUX
Robin,Schwarz,Mittelfeld,67,74,98,79,56,66,73,,DE
Robin,Schwarz,Stürmer,81,81,57,71,58,80,71,,DE
Robin,Schwarz,Mittelfeld,68,62,86,75,56,84,72,,DE
Robin,Schwarz,Verteidiger,73,50,69,100,66,80,73,,IT
Robin,Schwarz,Mittelfeld,80,77,72,76,52,81,73,,DE
Robin,Schwarz,Mittelfeld,64,76,82,73,70,82,74,,TR_AR
Robin,Schwarz,Verteidiger,58,50,63,86,56,74,64,,DE
Robin,Schwarz,Mittelfeld,71,66,80,83,52,82,72,,DE
Sebastian,Schwarz,Torwart,63,64,67,70,74,94,72,,RUS_EU
Sebastian,Schwarz,Mittelfeld,71,71,85,71,62,71,72,,BENELUX
Sebastian,Schwarz,Mittelfeld,75,76,74,75,57,73,72,,DE
Sebastian,Schwarz,Verteidiger,79,58,69,89,50,95,73,,DE
Sebastian,Schwarz,Mittelfeld,64,73,92,67,59,85,73,,RUS_EU
Sebastian,Schwarz,Mittelfeld,70,84,82,84,64,86,78,,DE
Sebastian,Schwarz,Torwart,54,63,57,72,96,68,68,,DE
Sebastian,Schwarz,Verteidiger,56,69,74,94,68,66,71,,DE
Sebastian,Schwarz,Verteidiger,73,57,61,74,59,84,68,,DE
Sebastian,Schwarz,Mittelfeld,63,61,84,70,66,90,72,,DE
Sebastian,Schwarz,Torwart,59,53,70,73,81,94,72,,GR
Sebastian,Schwarz,Torwart,66,59,73,64,90,94,74,,DE
Tim,Schwarz,Mittelfeld,77,82,76,65,55,76,72,,ES
Tim,Schwarz,Stürmer,92,75,76,57,65,75,73,,DE
Tim,Schwarz,Verteidiger,76,70,68,94,62,87,76,,DE
Tim,Schwarz,Torwart,57,51,56,56,76,95,65,,DE
Tim,Schwarz,Verteidiger,71,66,58,85,62,81,70,,DE
Tim,Schwarz,Mittelfeld,63,80,99,65,55,88,75,,DE
Tim,Schwarz,Mittelfeld,87,79,77,77,69,65,76,,DE
Tim,Schwarz,Verteidiger,70,62,78,98,51,74,72,,DE
Tim,Schwarz,Stürmer,100,97,67,67,62,93,81,,EN_US
Tim,Schwarz,Mittelfeld,70,78,83,71,67,81,75,,DE
Tim,Schwarz,Mittelfeld,88,60,74,62,53,76,69,,DE
Tim,Schwarz,Stürmer,70,77,57,79,56,95,72,,GR
Tobias,Schwarz,Verteidiger,75,67,57,88,52,73,69,,DE
Tobias,Schwarz,Mittelfeld,62,80,86,80,53,85,74,,ES
Tobias,Schwarz,Stürmer,95,75,55,78,52,71,71,,DE
Tobias,Schwarz,Verteidiger,55,69,58,78,67,91,70,,DE
Tobias,Schwarz,Mittelfeld,68,79,78,82,52,67,71,,DE
Tobias,Schwarz,Verteidiger,79,59,69,86,68,89,75,,SCANDI
Tobias,Schwarz,Mittelfeld,78,76,95,85,62,70,78,,DE
Tobias,Schwarz,Torwart,50,58,59,60,79,79,64,,DE
Tobias,Schwarz,Mittelfeld,89,70,74,64,56,67,70,,SCANDI
Tobias,Schwarz,Mittelfeld,81,85,80,73,59,71,75,,DE
Tobias,Schwarz,Stürmer,94,84,76,79,58,85,79,,DE
Tobias,Schwarz,Verteidiger,74,61,61,98,50,71,69,,BENELUX
Tobias,Schwarz,Mittelfeld,66,61,91,79,69,71,73,,RUS_EU
Tobias,Schwarz,Stürmer,100,94,74,64,69,92,82,,DE
Tobias,Schwarz,Torwart,52,52,73,67,95,66,68,,TR_AR
Tobias,Schwarz,Mittelfeld,85,77,95,66,67,79,78,,GR
Tobias,Schwarz,Verteidiger,60,55,63,86,65,95,71,,ES
Tobias,Schwarz,Torwart,65,59,58,66,87,75,68,,DE
Tobias,Schwarz,Verteidiger,71,69,60,93,59,67,70,,DE
Alexei,Sidorov,Mittelfeld,90,76,90,85,55,71,78,,EN_US
Alexei,Sidorov,Mittelfeld,62,60,97,72,57,83,72,,DE
Alexei,Sidorov,Verteidiger,80,57,73,96,50,70,71,,BENELUX
Alexei,Sidorov,Verteidiger,77,59,64,99,50,77,71,,IT
Alexei,Sidorov,Torwart,59,62,65,68,98,66,70,,DE
Alexei,Sidorov,Mittelfeld,71,76,89,71,60,75,74,,DE
Alexei,Sidorov,Mittelfeld,63,74,85,61,59,76,70,,RUS_EU
Andrei,Sidorov,Verteidiger,68,52,62,96,65,84,71,,DE
Andrei,Sidorov,Verteidiger,80,58,69,78,57,76,70,,DE
Andrei,Sidorov,Stürmer,85,76,61,76,54,72,71,,DE
Dmitri,Sidorov,Verteidiger,55,52,60,73,65,95,67,,DE
Dmitri,Sidorov,Mittelfeld,86,80,78,83,57,85,78,,DE
Dmitri,Sidorov,Mittelfeld,83,68,86,66,64,70,73,,DE
Dmitri,Sidorov,Stürmer,71,96,68,65,67,84,75,,BENELUX
Dmitri,Sidorov,Mittelfeld,69,74,91,64,55,78,72,,GR
Dmitri,Sidorov,Mittelfeld,69,64,86,69,50,87,71,,ES
Ivan,Sidorov,Verteidiger,76,57,70,94,50,82,72,,DE
Ivan,Sidorov,Mittelfeld,66,76,90,77,66,71,74,,EN_US
Ivan,Sidorov,Stürmer,73,88,56,65,54,94,72,,DE
Ivan,Sidorov,Stürmer,83,76,70,80,65,85,76,,DE
Ivan,Sidorov,Stürmer,86,79,58,60,52,74,68,,IT
Ivan,Sidorov,Stürmer,79,95,76,78,65,88,80,,ES
Ivan,Sidorov,Mittelfeld,68,77,92,82,51,88,76,,DE
Ivan,Sidorov,Verteidiger,69,50,80,75,59,81,69,,TR_AR
Mikhail,Sidorov,Stürmer,74,94,62,72,62,86,75,,DE
Mikhail,Sidorov,Torwart,52,56,63,69,81,87,68,,BENELUX
Mikhail,Sidorov,Verteidiger,56,57,59,86,50,73,64,,TR_AR
Mikhail,Sidorov,Mittelfeld,70,62,87,70,62,89,73,,SCANDI
Mikhail,Sidorov,Mittelfeld,71,74,97,76,69,86,79,,TR_AR
Mikhail,Sidorov,Verteidiger,59,70,73,95,66,70,72,,DE
Nikolai,Sidorov,Verteidiger,70,57,72,71,55,76,67,,DE
Nikolai,Sidorov,Stürmer,97,96,69,70,55,94,80,,DE
Nikolai,Sidorov,Verteidiger,70,52,55,73,54,65,62,,DE
Nikolai,Sidorov,Stürmer,87,70,63,62,53,81,69,,DE
Nikolai,Sidorov,Torwart,55,51,56,60,87,67,63,,DE
Pavel,Sidorov,Mittelfeld,68,68,98,81,65,77,76,,RUS_EU
Pavel,Sidorov,Stürmer,79,78,80,80,63,74,76,,BENELUX
Pavel,Sidorov,Stürmer,86,71,78,57,68,90,75,,DE
Pavel,Sidorov,Stürmer,99,90,58,73,57,90,78,,DE
Pavel,Sidorov,Verteidiger,73,55,66,90,53,86,70,,IT
Pavel,Sidorov,Mittelfeld,83,62,70,78,53,68,69,,DE
Sergei,Sidorov,Stürmer,74,91,60,65,58,79,71,,DE
Sergei,Sidorov,Mittelfeld,84,83,87,60,67,75,76,,ES
Sergei,Sidorov,Mittelfeld,77,74,72,60,63,83,72,,EN_US
Sergei,Sidorov,Mittelfeld,74,70,77,78,62,86,74,,DE
Viktor,Sidorov,Torwart,65,57,70,69,90,74,71,,DE
Viktor,Sidorov,Verteidiger,63,64,56,89,54,80,68,,SCANDI
Viktor,Sidorov,Mittelfeld,74,65,95,66,55,81,73,,DE
Viktor,Sidorov,Mittelfeld,63,63,86,70,68,79,72,,DE
Yuri,Sidorov,Stürmer,95,89,73,78,67,90,82,,IT
Yuri,Sidorov,Mittelfeld,79,83,95,84,68,70,80,,DE
Yuri,Sidorov,Verteidiger,69,69,59,78,50,65,65,,DE
Yuri,Sidorov,Verteidiger,69,56,76,88,53,65,68,,DE
Yuri,Sidorov,Verteidiger,78,57,76,94,70,88,77,,EN_US
Yuri,Sidorov,Mittelfeld,86,69,88,78,55,67,74,,DE
Alexei,Smirnov,Mittelfeld,60,77,99,78,60,69,74,,DE
Alexei,Smirnov,Stürmer,79,88,71,77,57,87,76,,GR
Alexei,Smirnov,Mittelfeld,68,63,73,84,56,74,70,,DE
Alexei,Smirnov,Mittelfeld,61,71,95,77,54,65,70,,DE
Alexei,Smirnov,Stürmer,73,74,79,58,64,79,71,,DE
Alexei,Smirnov,Mittelfeld,64,63,96,79,59,69,72,,DE
Andrei,Smirnov,Verteidiger,62,67,70,74,63,77,69,,DE
Andrei,Smirnov,Verteidiger,73,70,78,84,67,80,75,,DE
Andrei,Smirnov,Mittelfeld,84,60,74,71,69,90,75,,DE
Andrei,Smirnov,Mittelfeld,78,74,93,65,68,76,76,,DE
Andrei,Smirnov,Stürmer,88,98,80,73,50,83,79,,GR
Dmitri,Smirnov,Verteidiger,60,60,69,78,56,94,70,,EN_US
Dmitri,Smirnov,Verteidiger,72,66,77,97,52,80,74,,DE
Dmitri,Smirnov,Verteidiger,72,62,72,92,60,77,72,,DE
Dmitri,Smirnov,Torwart,66,53,56,71,92,90,71,,DE
Dmitri,Smirnov,Mittelfeld,75,80,75,75,65,67,73,,DE
Ivan,Smirnov,Verteidiger,66,66,56,72,54,66,63,,DE
Ivan,Smirnov,Torwart,56,54,58,70,99,85,70,,EN_US
Mikhail,Smirnov,Stürmer,88,73,66,55,70,86,73,,RUS_EU
Mikhail,Smirnov,Verteidiger,70,57,74,85,64,92,74,,DE
Mikhail,Smirnov,Torwart,59,62,74,69,97,70,72,,DE
